TagName;DateTime;Value;vValue;MinRaw;MaxRaw;MinEU;MaxEU;Unit;Quality;QualityDetail;QualityString;wwResolution;StartDateTime;;;;
P100_PV;20:44.0;0;0;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 09:20;;;;
P100_PV;20:50.1;0;0;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 09:20;;;;
P100_PV;20:56.1;0;0;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 09:20;;;;
P100_PV;21:02.2;0;0;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 09:20;;;;
P100_PV;21:08.2;0;0;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 09:21;;;;
P100_PV;21:14.3;0;0;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 09:21;;;;
P100_PV;21:20.4;0;0;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 09:21;;;;
P100_PV;21:26.4;0;0;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 09:21;;;;
P100_PV;21:32.5;0;0;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 09:21;;;;
P100_PV;21:38.5;0;0;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 09:21;;;;
P100_PV;21:44.6;0;0;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 09:21;;;;
P100_PV;21:50.7;0;0;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 09:21;;;;
P100_PV;21:56.7;0;0;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 09:21;;;;
P100_PV;22:02.8;0;0;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 09:21;;;;
P100_PV;22:08.8;0;0;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 09:22;;;;
P100_PV;22:14.9;0;0;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 09:22;;;;
P100_PV;22:21.0;0;0;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 09:22;;;;
P100_PV;22:27.0;0;0;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 09:22;;;;
P100_PV;22:33.1;0;0;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 09:22;;;;
P100_PV;22:39.1;0;0;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 09:22;;;;
P100_PV;22:45.2;0;0;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 09:22;;;;
P100_PV;22:51.3;0;0;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 09:22;;;;
P100_PV;22:57.3;0;0;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 09:22;;;;
P100_PV;23:03.4;0;0;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 09:22;;;;
P100_PV;23:09.4;0;0;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 09:23;;;;
P100_PV;23:15.5;0;0;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 09:23;;;;
P100_PV;23:21.6;0;0;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 09:23;;;;
P100_PV;23:27.6;0;0;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 09:23;;;;
P100_PV;23:33.7;97.85759735;97.85759735;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 09:23;;;;
P100_PV;23:39.7;98.33979034;98.33979034;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 09:23;;;;
P100_PV;23:45.8;98.33979034;98.33979034;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 09:23;;;;
P100_PV;23:51.9;98.33979034;98.33979034;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 09:23;;;;
P100_PV;23:57.9;0;0;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 09:23;;;;
P100_PV;24:04.0;0;0;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 09:23;;;;
P100_PV;24:10.0;0;0;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 09:24;;;;
P100_PV;24:16.1;0;0;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 09:24;;;;
P100_PV;24:22.2;0;0;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 09:24;;;;
P100_PV;24:28.2;0;0;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 09:24;;;;
P100_PV;24:34.3;0;0;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 09:24;;;;
P100_PV;24:40.3;0;0;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 09:24;;;;
P100_PV;24:46.4;0;0;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 09:24;;;;
P100_PV;24:52.5;0;0;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 09:24;;;;
P100_PV;24:58.5;0;0;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 09:24;;;;
P100_PV;25:04.6;0;0;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 09:24;;;;
P100_PV;25:10.6;97.8392868;97.8392868;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 09:25;;71.4;;
P100_PV;25:16.7;98.32758331;98.32758331;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 09:25;;95.6;mass;24.2
P100_PV;25:22.8;98.32758331;98.32758331;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 09:25;;;;
P100_PV;25:28.8;98.32758331;98.32758331;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 09:25;avg rpm;98.27875366;;
P100_PV;25:34.9;98.32758331;98.32758331;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 09:25;total time;00:54.5;;
P100_PV;25:40.9;98.32758331;98.32758331;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 09:25;total rot;88.4508783;;
P100_PV;25:47.0;98.32758331;98.32758331;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 09:25;ml/rot;0.273598188;;
P100_PV;25:53.1;98.32758331;98.32758331;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 09:25;;;;
P100_PV;25:59.1;98.32758331;98.32758331;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 09:25;;;;
P100_PV;26:05.2;98.32758331;98.32758331;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 09:25;;;;
P100_PV;26:11.2;0;0;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 09:26;;;;
P100_PV;26:17.3;0;0;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 09:26;;;;
P100_PV;26:23.4;0;0;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 09:26;;;;
P100_PV;26:29.4;0;0;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 09:26;;;;
P100_PV;26:35.5;0;0;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 09:26;;;;
P100_PV;26:41.5;0;0;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 09:26;;;;
P100_PV;26:47.6;0;0;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 09:26;;;;
P100_PV;26:53.7;0;0;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 09:26;;;;
P100_PV;26:59.7;0;0;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 09:26;;;;
P100_PV;27:05.8;0;0;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 09:26;;;;
P100_PV;27:11.8;0;0;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 09:27;;;;
P100_PV;27:17.9;0;0;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 09:27;;;;
P100_PV;27:24.0;0;0;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 09:27;;;;
P100_PV;27:30.0;0;0;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 09:27;;;;
P100_PV;27:36.1;0;0;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 09:27;;;;
P100_PV;27:42.1;0;0;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 09:27;;;;
P100_PV;27:48.2;0;0;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 09:27;;;;
P100_PV;27:54.3;0;0;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 09:27;;;;
P100_PV;28:00.3;0;0;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 09:27;;;;
P100_PV;28:06.4;0;0;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 09:28;;;;
P100_PV;28:12.4;0;0;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 09:28;;;;
P100_PV;28:18.5;0;0;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 09:28;;;;
P100_PV;28:24.6;0;0;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 09:28;;;;
P100_PV;28:30.6;0;0;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 09:28;;;;
P100_PV;28:36.7;0;0;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 09:28;;;;
P100_PV;28:42.7;0;0;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 09:28;;;;
P100_PV;28:48.8;0;0;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 09:28;;;;
P100_PV;28:54.9;0;0;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 09:28;;;;
P100_PV;29:00.9;0;0;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 09:28;;;;
P100_PV;29:07.0;0;0;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 09:29;;;;
P100_PV;29:13.0;0;0;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 09:29;;;;
P100_PV;29:19.1;0;0;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 09:29;;;;
P100_PV;29:25.2;0;0;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 09:29;;;;
P100_PV;29:31.2;0;0;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 09:29;;;;
P100_PV;29:37.3;0;0;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 09:29;;;;
P100_PV;29:43.3;0;0;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 09:29;;;;
P100_PV;29:49.4;0;0;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 09:29;;;;
P100_PV;29:55.5;0;0;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 09:29;;;;
P100_PV;30:01.5;0;0;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 09:29;;;;
P100_PV;30:07.6;0;0;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 09:30;;;;
P100_PV;30:13.6;0;0;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 09:30;;;;
P100_PV;30:19.7;0;0;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 09:30;;;;
P100_PV;30:25.8;0;0;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 09:30;;;;
P100_PV;30:31.8;0;0;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 09:30;;;;
P100_PV;30:37.9;0;0;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 09:30;;;;
P100_PV;30:43.9;0;0;0;100;0;100;rpm;0;192;Good;6060;18/09/2024 09:30;;;;
P100_PV;30:44.0;0;0;0;100;0;100;rpm;0;4288;Good, partial cycle;6060;18/09/2024 09:30;;;;
